Unidade;UF;Edital;Cargo;Vagas;Ampla_Concorrencia;PcD;Pretos_Pardos;Indigenas;Quilombolas;PPIQ;Total;Lotacao;Outros;Formato;Pagina_PDF;Fonte_PDF
DSEI Kaiapó do Pará;PA;06/2025;Técnico de Saúde Bucal (TSB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Farmacêutico;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Técnico Eletrotécnico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Fisioterapeuta;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Geólogo;1;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Técnico em Nutrição Dietética;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Médico Veterinário;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Nutricionista;2;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Pedagogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Psicólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Químico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Supervisor de Saúde Ambiental;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;Terapeuta Ocupacional;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Manaus;AM;70/2025;Quadra;1;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Apoiador Técnico de Saneamento;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Apoiador Técnico em Saúde;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Assistente Social;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Enfermeiro;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Engenheiro Civil;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Farmacêutico;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Fisioterapeuta;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Nutricionista;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Psicólogo;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Supervisor de Saúde Ambiental;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Auxiliar Administrativo;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Auxiliar de Saúde Bucal (ASB);CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Técnico de Edificações;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Técnico de Enfermagem;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Técnico de Laboratório;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Manaus;AM;70/2025;Técnico Eletrotécnico;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18605/?ANEXOS-DSEI-MANAUS.pdf
DSEI Mato Grosso do Sul;MS;65/2025;Quadra;1;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;ASSISTENTE SOCIAL;CR;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Médio Rio Purus;AM;06/2026;Agente de Combate a Endemias (ACE);;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Analista Técnico de Saúde Indígena;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Apoiador Técnico de Saneamento;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Apoiador Técnico em Saúde;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Assistente Administrativo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Assistente Social 30h;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Auxiliar Administrativo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Cirurgião Dentista 40h;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Enfermeiro;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Engenheiro Civil;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Farmacêutico;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Geólogo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Nutricionista;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Psicólogo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Supervisor de Saúde Ambiental;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Técnico de Enfermagem;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Técnico de Laboratório;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Técnico de Saúde Bucal (TSB);;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Técnico Eletrotécnico;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;Técnico em Saneamento e Controle Ambiental;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Parintins;AM;22/2026;Analista Técnico de Saúde Indígena;;1 + CR;-;;;;-;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Apoiador Técnico de Saneamento;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Apoiador Técnico em Saúde;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Assistente Social;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Auxiliar Administrativo;;1 + CR;-;;;;-;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Auxiliar de Saúde Bucal (ASB);;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Cirurgião Dentista (40h);;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Enfermeiro;;1 + CR;-;;;;-;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Engenheiro Civil;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Engenheiro Sanitarista;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Farmacêutico;;1 + CR;-;;;;-;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Nutricionista;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Psicólogo;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Sanitarista;;1 + CR;-;;;;1 + CR;2 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Supervisor de Saúde Ambiental;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Técnico de Edificações;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Técnico de Enfermagem;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Técnico de Laboratório;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Técnico Eletrotécnico;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;Técnico em Saneamento e Controle Ambiental;;-;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Pernambuco;PE;73/2025;Quadra;1;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18577/?ANEXOS-DSEI-PERNAMBUCO.pdf
DSEI Pernambuco;PE;73/2025;Enfermeiro;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18577/?ANEXOS-DSEI-PERNAMBUCO.pdf
DSEI Pernambuco;PE;73/2025;Nutricionista;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18577/?ANEXOS-DSEI-PERNAMBUCO.pdf
DSEI Pernambuco;PE;73/2025;Psicólogo;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18577/?ANEXOS-DSEI-PERNAMBUCO.pdf
DSEI Pernambuco;PE;73/2025;Técnico de Edificações;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18577/?ANEXOS-DSEI-PERNAMBUCO.pdf
DSEI Pernambuco;PE;73/2025;Técnico de Enfermagem;01;;;;;;;;;;borderless;2;https://agenciasus.org.br/shared-files/18577/?ANEXOS-DSEI-PERNAMBUCO.pdf
DSEI Porto Velho;RO;18/2026;Agente de combate a endemias (ACE);;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Analista Técnico de Saúde Indígena;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Apoiador Técnico de Saneamento;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Apoiador Técnico de Saúde;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Assistente Administrativo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Assistente Social 30h;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Auxiliar Administrativo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Auxiliar de Saúde Bucal (ASB);;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Cirurgião Dentista 40h;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Enfermeiro;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Engenheiro Civil;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Farmacêutico;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Geólogo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Nutricionista;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Médico 40h;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Psicólogo;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Supervisor de Saúde Ambiental;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Técnico de Edificações;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Técnico de Enfermagem;;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Porto Velho;RO;18/2026;Técnico de Saúde Bucal (TSB);;CR;CR;;;;CR;;;;bordered;2;https://agenciasus.org.br/shared-files/24921/?ANEXOS-DSEI-PORTO-VELHO.pdf
DSEI Potiguara;PB;74/2025;Analista Técnico de Saúde Indígena;;01 + CR;01 + CR;;;;01 + CR;03;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Cirurgião Dentista (40h);;02 + CR;-;;;;01 + CR;03;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Enfermeiro;;01 + CR;-;;;;01 + CR;02;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Nutricionista;;CR;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Psicólogo;;CR;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Sanitarista;;CR;-;;;;-;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Assistente Administrativo;;01 + CR;-;;;;01 + CR;02;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Técnico de Edificações;;01 + CR;-;;;;-;01;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Técnico de Enfermagem;;02 + CR;-;;;;-;02;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Potiguara;PB;74/2025;Técnico de Saúde Bucal (TSB);;02 + CR;-;;;;01 + CR;03;;;bordered;2;https://agenciasus.org.br/shared-files/18599/?ANEXOS-DSEI-POTIGUARA.pdf
DSEI Tocantins;TO;94/2025;Agente de combate a endemias;;1 + CR;-;-;;;;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Assistente Social;;1 + CR;-;-;;;;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Apoiador Técnico de Saneamento;;-;-;-;;;;-;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Apoiador Técnico em Saúde;;-;-;-;;;;-;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Biólogo;;-;-;-;;;;-;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Cirurgião Dentista (40 h);;2 + CR;-;-;;;;2 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Enfermeiro;;3 + CR;1;2;;;;6 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Engenheiro Civil;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Farmacêutico;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Fisioterapeuta;;-;-;-;;;;-;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Nutricionista;;1 + CR;-;-;;;;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Psicólogo;;2 + CR;1;1;;;;4 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Supervisor de Saúde Ambiental;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Assistente Administrativo;;1 + CR;-;-;;;;1 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Auxiliar Administrativo;;2 + CR;-;1;;;;3 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Auxiliar de Saúde Bucal (ASB);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Técnico de Edificações;;2 + CR;-;-;;;;2 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Técnico de Enfermagem;;2 + CR;-;1;;;;3 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Tocantins;TO;94/2025;Técnico de Saúde Bucal;;2 + CR;-;1;;;;3 + CR;;;bordered;2;https://agenciasus.org.br/shared-files/19290/?ANEXOS_DSEI-TOCANTINS.pdf
DSEI Vale do Javari;AM;09/2025;Analista Técnico de Saúde Indígena;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Assistente Administrativo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Analista Especializado de Saúde Indígena;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Auxiliar Administrativo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Antropólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
